district,year,crop,season,area,AvgRain,AvgTemp
ROPAR(RUPNAGAR),2009,Rice,Kharif,38000,67.74,22.09
FATEHGARH SAHIB,2004,Arhar (Tur),Kharif,200,52.715,26.535
SANGRUR,2001,Rapeseed &Mustard,Rabi,300,38.78416667,26.64208333
PATIALA,1999,Masoor,Rabi,900,27.9,27.38375
MANSA,2007,Cotton(lint),Kharif,100000,37.01083333,27.05791667
PATIALA,2009,Sugarcane,Whole year,100,44.6925,26.52083333
NAWANSHAHR,2002,Rice,Kharif,43000,37.0775,27.14
JALANDHAR,2003,Masoor,Rabi,100,53.6325,25.81208333
BATHINDA,2002,Wheat,Rabi,239000,18.275,28.13958333
AMRITSAR,2012,Rapeseed &Mustard,Rabi,1000,43.16083333,25.68208333
GURDASPUR,2006,Urad,Kharif,2200,83.44,24.49625
BATHINDA,2008,Moong,Kharif,600,49.255,26.26333333
MUKATSAR,1999,Wheat,Rabi,187000,16.4825,28.14166667
GURDASPUR,2003,Sugarcane,Whole year,22000,74.43583333,24.22375
AMRITSAR,2005,Arhar (Tur),Kharif,1100,52.91583333,25.56041667
MANSA,1999,Wheat,Rabi,157000,15.8825,28.07166667
HOSHIARPUR,2012,Urad,Kharif,200,50.80416667,24.88833333
HOSHIARPUR,2004,Wheat,Rabi,145000,50.45833333,25.90375
JALANDHAR,2005,Sesamum,Kharif,800,53.49083333,25.50916667
MUKATSAR,2010,Moong,Kharif,400,42.1275,27.01166667
SANGRUR,2012,Rice,Kharif,276000,36.13833333,25.83791667
MOGA,2006,Cotton(lint),Kharif,7000,45.6375,26.59416667
MUKATSAR,2010,Guar seed,Whole year,1900,42.1275,27.01166667
MUKATSAR,2000,Moong,Kharif,2200,20.26666667,27.59791667
PATIALA,2001,Cotton(lint),Kharif,1000,45.4125,26.4175
AMRITSAR,2003,Maize,Kharif,4000,54.88166667,25.93083333
GURDASPUR,1998,Linseed,Rabi,100,24.57916667,25.52208333
FIROZPUR,2000,Arhar (Tur),Kharif,100,22.84083333,27.435
SANGRUR,2004,Gram,Rabi,600,36.56,26.97916667
MANSA,2005,Cotton(lint),Kharif,91000,37.25833333,26.29958333
HOSHIARPUR,2000,Arhar (Tur),Kharif,100,45.085,25.79708333
MANSA,2010,Barley,Rabi,1000,45.66666667,26.88875
ROPAR(RUPNAGAR),2006,Arhar (Tur),Kharif,100,74.93,22.07166667
FIROZPUR,2010,Rice,Kharif,258000,41.98083333,26.90458333
HOSHIARPUR,2012,Rapeseed &Mustard,Rabi,3000,50.80416667,24.88833333
GURDASPUR,2000,Other Rabi Pulses,Rabi,500,43.4175,25.2575
MOGA,2003,Cotton(lint),Kharif,4000,41.63833333,26.22
BATHINDA,2001,Sugarcane,Whole year,1000,30.40833333,27.29583333
FIROZPUR,2000,Rice,Kharif,248000,22.84083333,27.435
BATHINDA,2006,Moth,Kharif,100,32.12666667,27.20625
BATHINDA,2012,Guar seed,Whole year,200,32.535,26.11958333
FATEHGARH SAHIB,2008,Arhar (Tur),Kharif,200,95.92416667,24.92833333
MANSA,2007,Guar seed,Whole year,5400,37.01083333,27.05791667
KAPURTHALA,2001,Sugarcane,Whole year,6000,40.47,26.62666667
AMRITSAR,2009,Rice,Kharif,185000,36.28416667,26.58416667
BATHINDA,2001,Rice,Kharif,82000,30.40833333,27.29583333
MOGA,1999,Rice,Kharif,117000,22.84666667,27.70583333
FIROZPUR,2000,Barley,Rabi,5000,22.84083333,27.435
FARIDKOT,2005,Arhar (Tur),Kharif,100,40.05083333,26.1
ROPAR(RUPNAGAR),2007,Sesamum,Kharif,300,74.92583333,21.78458333
HOSHIARPUR,2009,Rapeseed &Mustard,Rabi,5000,45.20583333,25.605
FIROZPUR,2010,Guar seed,Whole year,8700,41.98083333,26.90458333
SANGRUR,2008,Gram,Rabi,200,64.98416667,25.48416667
FIROZPUR,2001,Sugarcane,Whole year,9000,32.3675,27.11625
GURDASPUR,2004,Wheat,Rabi,227000,50.8525,25.30625
LUDHIANA,2007,Arhar (Tur),Kharif,1500,41.69833333,26.48791667
BATHINDA,2008,Guar seed,Whole year,7500,49.255,26.26333333
JALANDHAR,2002,Gram,Rabi,100,37.0775,27.14
MANSA,2008,Guar seed,Whole year,5200,50.12666667,26.17208333
FARIDKOT,2012,Rice,Kharif,102000,33.44083333,26.00541667
SANGRUR,2012,Arhar (Tur),Kharif,400,36.13833333,25.83791667
MOGA,2008,Arhar (Tur),Kharif,400,65.0225,25.5625
HOSHIARPUR,1999,Urad,Kharif,400,35.5325,26.37541667
ROPAR(RUPNAGAR),1999,Peas & Beans (Pulses),Rabi,700,46.96833333,22.78166667
BATHINDA,1998,Cotton(lint),Kharif,170000,27.87583333,27.08041667
GURDASPUR,1999,Gram,Rabi,100,30.54916667,25.92708333
MOGA,2000,Barley,Rabi,1000,28.25416667,27.125
MOGA,2003,Wheat,Rabi,171000,41.63833333,26.22
GURDASPUR,2012,Sugarcane,Whole year,25000,53.06583333,24.24916667
HOSHIARPUR,2007,Arhar (Tur),Kharif,100,62.96083333,25.07583333
MOGA,2004,Rice,Kharif,164000,34.83166667,27.175
FIROZPUR,2008,Guar seed,Whole year,12500,56.525,25.96291667
LUDHIANA,2012,Arhar (Tur),Kharif,900,38.71666667,25.77541667
MOGA,2005,Cotton(lint),Kharif,7000,43.11083333,25.93125
MOGA,2001,Arhar (Tur),Kharif,300,35.83916667,26.82083333
PATIALA,2006,Rice,Kharif,237000,39.2,26.755
PATIALA,2005,Rapeseed &Mustard,Rabi,2000,48.6925,25.84166667
PATIALA,2002,Maize,Kharif,4000,34.91833333,27.35083333
MANSA,2009,Guar seed,Whole year,3000,29.43666667,27.17791667
GURDASPUR,2000,Rice,Kharif,191000,43.4175,25.2575
MANSA,2003,Barley,Rabi,2000,42.08166667,26.37916667
MOGA,2001,Maize,Kharif,1000,35.83916667,26.82083333
PATIALA,2000,Masoor,Rabi,1200,45.66416667,26.55958333
MOGA,2012,Arhar (Tur),Kharif,200,35.53166667,25.87291667
FARIDKOT,2005,Cotton(lint),Kharif,25000,40.05083333,26.1
AMRITSAR,2002,Sugarcane,Whole year,11000,33.74583333,27.36916667
MOGA,2001,Barley,Rabi,1000,35.83916667,26.82083333
MANSA,2012,Rapeseed &Mustard,Rabi,1000,33.7625,26.06375
MUKATSAR,2005,Wheat,Rabi,200000,34.2425,26.375
BATHINDA,2009,Rapeseed &Mustard,Rabi,2000,28.33083333,27.18125
JALANDHAR,2009,Rapeseed &Mustard,Rabi,1000,42.17916667,26.33958333
SANGRUR,2001,Maize,Kharif,2000,38.78416667,26.64208333
GURDASPUR,2008,Wheat,Rabi,231000,93.58416667,23.8325
ROPAR(RUPNAGAR),2005,Urad,Kharif,300,74.0425,21.33458333
HOSHIARPUR,2000,Rice,Kharif,63000,45.085,25.79708333
KAPURTHALA,2005,Sugarcane,Whole year,4000,49.77,25.68041667
GURDASPUR,1998,Peas & Beans (Pulses),Rabi,400,24.57916667,25.52208333
MANSA,2002,Sugarcane,Whole year,1000,19.445,28.05
ROPAR(RUPNAGAR),1998,Sugarcane,Whole year,9000,70.88333333,21.79666667
MOGA,2002,Cotton(lint),Kharif,5000,25.7975,27.69791667
MANSA,2012,Rice,Kharif,78000,33.7625,26.06375
JALANDHAR,2003,Sugarcane,Whole year,15000,53.6325,25.81208333
SANGRUR,2003,Moth,Kharif,100,47.79916667,26.00041667
BATHINDA,2007,Moong,Kharif,800,34.32166667,27.13208333
LUDHIANA,2010,Barley,Rabi,1000,55.99666667,26.42875
GURDASPUR,1998,Maize,Kharif,14000,24.57916667,25.52208333
MOGA,2003,Guar seed,Whole year,200,41.63833333,26.22
MANSA,2005,Guar seed,Whole year,4300,37.25833333,26.29958333
JALANDHAR,1999,Moong,Kharif,100,32.2,27.14458333
SANGRUR,2001,Rice,Kharif,349000,38.78416667,26.64208333
KAPURTHALA,2007,Rapeseed &Mustard,Rabi,1000,45.78,26.28833333
HOSHIARPUR,1998,Peas & Beans (Pulses),Rabi,500,30.60083333,25.81583333
AMRITSAR,2002,Masoor,Rabi,500,33.74583333,27.36916667
JALANDHAR,1999,Linseed,Rabi,100,32.2,27.14458333
LUDHIANA,2009,Rapeseed &Mustard,Rabi,2000,38.80333333,26.57625
SANGRUR,2006,Gram,Rabi,500,35.8025,26.84625
MOGA,2006,Wheat,Rabi,175000,45.6375,26.59416667
FATEHGARH SAHIB,2002,Gram,Rabi,100,40.61083333,27.21166667
PATIALA,2006,Rapeseed &Mustard,Rabi,1000,39.2,26.755
FATEHGARH SAHIB,1998,Rice,Kharif,83000,47.61583333,26.00708333
GURDASPUR,2005,Urad,Kharif,1800,55.97833333,24.12208333
ROPAR(RUPNAGAR),2004,Rice,Kharif,51000,74.66666667,22.15833333
ROPAR(RUPNAGAR),2004,Arhar (Tur),Kharif,300,74.66666667,22.15833333
FARIDKOT,1999,Sugarcane,Whole year,2000,19.7675,27.97625
JALANDHAR,2007,Rapeseed &Mustard,Rabi,1000,50.2,26.05
FIROZPUR,2000,Moong,Kharif,5600,22.84083333,27.435
GURDASPUR,1999,Urad,Kharif,1900,30.54916667,25.92708333
FIROZPUR,2004,Groundnut,Kharif,100,31.17583333,27.50583333
SANGRUR,2012,Wheat,Rabi,285000,36.13833333,25.83791667
AMRITSAR,2012,Rice,Kharif,183000,43.16083333,25.68208333
FARIDKOT,2002,Wheat,Rabi,112000,22.02416667,27.93333333
MANSA,2009,Cotton(lint),Kharif,89000,29.43666667,27.17791667
FARIDKOT,2007,Wheat,Rabi,117000,36.405,26.8725
KAPURTHALA,2010,Rapeseed &Mustard,Rabi,1000,52.47,26.5225
NAWANSHAHR,2012,Maize,Kharif,13000,44.08916667,25.59625
FIROZPUR,2006,Sesamum,Kharif,1500,43.10666667,26.76416667
LUDHIANA,2001,Rapeseed &Mustard,Rabi,200,40.48583333,26.56375
MUKATSAR,2012,Gram,Rabi,100,32.535,26.11958333
SANGRUR,2003,Cotton(lint),Kharif,16000,47.79916667,26.00041667
BATHINDA,1999,Groundnut,Kharif,1000,16.4825,28.14166667
SANGRUR,2012,Moong,Kharif,300,36.13833333,25.83791667
SANGRUR,2012,Peas & Beans (Pulses),Rabi,300,36.13833333,25.83791667
AMRITSAR,2002,Urad,Kharif,700,33.74583333,27.36916667
NAWANSHAHR,2006,Rice,Kharif,53000,63.88833333,26.04791667
MUKATSAR,2003,Arhar (Tur),Kharif,100,37.2525,26.53791667
AMRITSAR,2002,Arhar (Tur),Kharif,1200,33.74583333,27.36916667
JALANDHAR,2012,Wheat,Rabi,169000,44.08916667,25.59625
JALANDHAR,1998,Rice,Kharif,134000,32.34416667,26.38291667
AMRITSAR,2010,Urad,Kharif,300,58.83083333,26.36833333
KAPURTHALA,2006,Maize,Kharif,3000,60.74583333,26.1925
FATEHGARH SAHIB,2001,Masoor,Rabi,100,49.18416667,26.37166667
BATHINDA,2003,Moong,Kharif,1800,37.2525,26.53791667
ROPAR(RUPNAGAR),2005,Moong,Kharif,200,74.0425,21.33458333
PATIALA,1998,Barley,Rabi,1000,48.2775,25.91208333
FIROZPUR,1998,Sesamum,Kharif,1800,23.385,27.16416667
BATHINDA,2003,Moth,Kharif,100,37.2525,26.53791667
FATEHGARH SAHIB,2001,Barley,Rabi,1000,49.18416667,26.37166667
HOSHIARPUR,2000,Sesamum,Kharif,800,45.085,25.79708333
SANGRUR,2000,Maize,Kharif,1000,31.74666667,26.96208333
GURDASPUR,2000,Sugarcane,Whole year,18000,43.4175,25.2575
JALANDHAR,2006,Wheat,Rabi,165000,63.88833333,26.04791667
FIROZPUR,1998,Moong,Whole year,10600,23.385,27.16416667
MANSA,2012,Bajra,Kharif,1000,33.7625,26.06375
FARIDKOT,2002,Sugarcane,Whole year,5000,22.02416667,27.93333333
BATHINDA,2006,Wheat,Rabi,245000,32.12666667,27.20625
SANGRUR,1999,Maize,Kharif,1000,21.91083333,27.63708333
LUDHIANA,1998,Rice,Kharif,241000,34.615,26.41208333
GURDASPUR,2003,Rice,Kharif,193000,74.43583333,24.22375
JALANDHAR,2000,Sugarcane,Whole year,15000,41.01583333,26.54375
SANGRUR,2005,Bajra,Kharif,2000,42.3725,25.96541667
PATIALA,2005,Arhar (Tur),Kharif,200,48.6925,25.84166667
BATHINDA,2009,Moong,Kharif,500,28.33083333,27.18125
FARIDKOT,2012,Cotton(lint),Kharif,15000,33.44083333,26.00541667
BATHINDA,2012,Wheat,Rabi,254000,32.535,26.11958333
AMRITSAR,2001,Wheat,Rabi,363000,45.05583333,26.55125
GURDASPUR,2010,Rapeseed &Mustard,Rabi,3000,79.73166667,24.80083333
FARIDKOT,2002,Rice,Kharif,86000,22.02416667,27.93333333
MUKATSAR,2000,Maize,Kharif,3000,20.26666667,27.59791667
JALANDHAR,2003,Urad,Kharif,100,53.6325,25.81208333
SANGRUR,1998,Sugarcane,Whole year,5000,38.12583333,26.315
FIROZPUR,2009,Cotton(lint),Kharif,126000,29.8275,27.00041667
MUKATSAR,1998,Barley,Rabi,5000,27.87583333,27.08041667
FIROZPUR,2006,Arhar (Tur),Kharif,200,43.10666667,26.76416667
MANSA,2005,Groundnut,Kharif,100,37.25833333,26.29958333
HOSHIARPUR,2007,Urad,Kharif,500,62.96083333,25.07583333
AMRITSAR,1999,Maize,Kharif,5000,26.2825,27.5775
ROPAR(RUPNAGAR),1999,Rice,Kharif,50000,46.96833333,22.78166667
FATEHGARH SAHIB,2003,Arhar (Tur),Kharif,200,63.49083333,25.7175
PATIALA,1998,Urad,Kharif,200,48.2775,25.91208333
FARIDKOT,2008,Cotton(lint),Kharif,21000,56.525,25.96291667
NAWANSHAHR,2003,Masoor,Rabi,200,53.6325,25.81208333
HOSHIARPUR,2004,Sesamum,Kharif,700,50.45833333,25.90375
AMRITSAR,1999,Urad,Kharif,400,26.2825,27.5775
FATEHGARH SAHIB,2006,Arhar (Tur),Kharif,100,51.31083333,26.45958333
NAWANSHAHR,2009,Rapeseed &Mustard,Rabi,2000,42.17916667,26.33958333
MUKATSAR,1998,Gram,Rabi,1600,27.87583333,27.08041667
KAPURTHALA,2004,Arhar (Tur),Kharif,100,39.37333333,27.00041667
FARIDKOT,2006,Rice,Kharif,85000,43.10666667,26.76416667
HOSHIARPUR,2007,Rapeseed &Mustard,Rabi,3000,62.96083333,25.07583333
JALANDHAR,2010,Maize,Kharif,9000,62.85666667,26.25416667
JALANDHAR,2005,Maize,Kharif,12000,53.49083333,25.50916667
MUKATSAR,2002,Guar seed,Whole year,5400,18.275,28.13958333
FARIDKOT,2002,Cotton(lint),Kharif,16000,22.02416667,27.93333333
FIROZPUR,2008,Peas & Beans (Pulses),Rabi,100,56.525,25.96291667
FARIDKOT,2007,Gram,Rabi,100,36.405,26.8725
GURDASPUR,2003,Wheat,Rabi,219000,74.43583333,24.22375
HOSHIARPUR,1998,Sesamum,Kharif,500,30.60083333,25.81583333
HOSHIARPUR,2008,Arhar (Tur),Kharif,100,101.3833333,24.3025
MANSA,2006,Moong,Kharif,600,27.7025,27.3375
MUKATSAR,2001,Gram,Rabi,300,30.40833333,27.29583333
HOSHIARPUR,2002,Sesamum,Kharif,800,42.815,26.33125
KAPURTHALA,2005,Rapeseed &Mustard,Rabi,1000,49.77,25.68041667
FIROZPUR,2006,Rice,Kharif,235000,43.10666667,26.76416667
ROPAR(RUPNAGAR),2005,Masoor,Rabi,400,74.0425,21.33458333
FIROZPUR,2006,Peas & Beans (Pulses),Rabi,100,43.10666667,26.76416667
ROPAR(RUPNAGAR),2002,Groundnut,Kharif,100,58.14833333,22.6375
JALANDHAR,2008,Wheat,Rabi,171000,90.14333333,24.945
BATHINDA,2005,Groundnut,Kharif,200,34.2425,26.375
FATEHGARH SAHIB,2009,Sugarcane,Whole year,200,49.95833333,26.36416667
PATIALA,2012,Sugarcane,Whole year,2000,40.70416667,25.77708333
FARIDKOT,2008,Guar seed,Whole year,300,56.525,25.96291667
MOGA,2000,Sugarcane,Whole year,1000,28.25416667,27.125
BATHINDA,2009,Wheat,Rabi,251000,28.33083333,27.18125
FARIDKOT,2003,Rice,Kharif,84000,37.48166667,26.46666667
MANSA,2002,Groundnut,Kharif,300,19.445,28.05
FIROZPUR,2001,Barley,Rabi,3000,32.3675,27.11625
SANGRUR,2009,Barley,Rabi,2000,35.63916667,26.74916667
AMRITSAR,2006,Maize,Kharif,2000,70.41083333,25.94375
HOSHIARPUR,1999,Sesamum,Kharif,800,35.5325,26.37541667
HOSHIARPUR,2002,Gram,Rabi,500,42.815,26.33125
SANGRUR,1998,Moong,Whole year,6000,38.12583333,26.315
LUDHIANA,1999,Cotton(lint),Kharif,1000,26.82583333,27.4475
JALANDHAR,2008,Peas & Beans (Pulses),Rabi,100,90.14333333,24.945
PATIALA,1998,Rapeseed &Mustard,Rabi,2000,48.2775,25.91208333
FIROZPUR,2003,Wheat,Rabi,383000,37.48166667,26.46666667
HOSHIARPUR,2009,Gram,Rabi,400,45.20583333,25.605
AMRITSAR,1999,Cotton(lint),Kharif,2000,26.2825,27.5775
SANGRUR,2002,Cotton(lint),Kharif,23000,26.39916667,27.62625
FIROZPUR,2008,Jowar,Kharif,100,56.525,25.96291667
JALANDHAR,2001,Wheat,Rabi,167000,45.6625,26.32708333
ROPAR(RUPNAGAR),2004,Sugarcane,Whole year,4000,74.66666667,22.15833333
JALANDHAR,2004,Urad,Kharif,100,45.565,26.64166667
FARIDKOT,2004,Guar seed,Whole year,600,31.17583333,27.50583333
MOGA,2005,Arhar (Tur),Kharif,800,43.11083333,25.93125
ROPAR(RUPNAGAR),2001,Sesamum,Kharif,400,72.93916667,21.92958333
KAPURTHALA,2002,Rapeseed &Mustard,Rabi,1000,31.44583333,27.45333333
GURDASPUR,2001,Linseed,Rabi,100,53.46,24.95208333
HOSHIARPUR,1999,Arhar (Tur),Kharif,200,35.5325,26.37541667
SANGRUR,1998,Rapeseed &Mustard,Rabi,3000,38.12583333,26.315
AMRITSAR,2004,Arhar (Tur),Kharif,1400,42.83916667,26.97333333
NAWANSHAHR,2002,Masoor,Rabi,300,37.0775,27.14
GURDASPUR,2000,Sesamum,Kharif,2900,43.4175,25.2575
GURDASPUR,2005,Sugarcane,Whole year,21000,55.97833333,24.12208333
MANSA,2009,Rice,Kharif,77000,29.43666667,27.17791667
MANSA,2009,Bajra,Kharif,1000,29.43666667,27.17791667
PATIALA,2006,Gram,Rabi,100,39.2,26.755
PATIALA,2003,Urad,Kharif,100,59.54583333,25.72875
MANSA,2010,Gram,Rabi,100,45.66666667,26.88875
PATIALA,2009,Cotton(lint),Kharif,1000,44.6925,26.52083333
JALANDHAR,2001,Arhar (Tur),Kharif,1000,45.6625,26.32708333
KAPURTHALA,2010,Maize,Kharif,2000,52.47,26.5225
FATEHGARH SAHIB,2012,Rice,Kharif,86000,45.86166667,25.75541667
MUKATSAR,1999,Gram,Rabi,600,16.4825,28.14166667
SANGRUR,2003,Moong,Kharif,3100,47.79916667,26.00041667
AMRITSAR,2007,Urad,Kharif,500,55.90916667,25.94083333
ROPAR(RUPNAGAR),2006,Masoor,Rabi,100,74.93,22.07166667
AMRITSAR,1998,Rice,Kharif,305000,21.14916667,27.10916667
SANGRUR,2005,Wheat,Rabi,396000,42.3725,25.96541667
SANGRUR,2001,Gram,Rabi,800,38.78416667,26.64208333
MUKATSAR,2003,Guar seed,Whole year,8300,37.2525,26.53791667
FIROZPUR,2006,Rapeseed &Mustard,Rabi,8000,43.10666667,26.76416667
MUKATSAR,2010,Wheat,Rabi,192000,42.1275,27.01166667
NAWANSHAHR,2005,Sesamum,Kharif,100,53.49083333,25.50916667
SANGRUR,2003,Groundnut,Kharif,200,47.79916667,26.00041667
FATEHGARH SAHIB,2000,Gram,Rabi,100,53.16583333,26.38208333
HOSHIARPUR,2010,Sesamum,Kharif,600,74.025,25.52458333
JALANDHAR,2004,Maize,Kharif,13000,45.565,26.64166667
MUKATSAR,1998,Wheat,Rabi,175000,27.87583333,27.08041667
MUKATSAR,2009,Rapeseed &Mustard,Rabi,1000,28.33083333,27.18125
FARIDKOT,2005,Sesamum,Kharif,100,40.05083333,26.1
JALANDHAR,2003,Rice,Kharif,138000,53.6325,25.81208333
JALANDHAR,2005,Wheat,Rabi,170000,53.49083333,25.50916667
FIROZPUR,2010,Rapeseed &Mustard,Rabi,5000,41.98083333,26.90458333
FATEHGARH SAHIB,2005,Rapeseed &Mustard,Rabi,1000,53.77583333,25.74166667
KAPURTHALA,2009,Rapeseed &Mustard,Rabi,1000,35.8925,26.62
LUDHIANA,2006,Maize,Kharif,2000,47.61583333,26.48833333
PATIALA,2007,Barley,Rabi,1000,43.44083333,26.55125
MANSA,1999,Gram,Rabi,1000,15.8825,28.07166667
ROPAR(RUPNAGAR),2001,Rapeseed &Mustard,Rabi,100,72.93916667,21.92958333
SANGRUR,1998,Rice,Kharif,353000,38.12583333,26.315
FARIDKOT,1999,Wheat,Rabi,112000,19.7675,27.97625
AMRITSAR,2005,Rice,Kharif,345000,52.91583333,25.56041667
HOSHIARPUR,2005,Urad,Kharif,300,58.44416667,24.74875
MUKATSAR,2000,Sugarcane,Whole year,4000,20.26666667,27.59791667
PATIALA,2004,Rapeseed &Mustard,Rabi,2000,46.67416667,26.60041667
ROPAR(RUPNAGAR),1998,Barley,Rabi,1000,70.88333333,21.79666667
FATEHGARH SAHIB,2004,Wheat,Rabi,85000,52.715,26.535
SANGRUR,2007,Wheat,Rabi,283000,38.79416667,26.70541667
AMRITSAR,2003,Urad,Kharif,800,54.88166667,25.93083333
BATHINDA,1999,Arhar (Tur),Kharif,100,16.4825,28.14166667
FARIDKOT,2003,Arhar (Tur),Kharif,300,37.48166667,26.46666667
PATIALA,1999,Barley,Rabi,2000,27.9,27.38375
GURDASPUR,2002,Rice,Kharif,189000,42.1575,25.71625
NAWANSHAHR,2007,Rapeseed &Mustard,Rabi,1000,50.2,26.05
MUKATSAR,2005,Gram,Rabi,300,34.2425,26.375
PATIALA,2008,Moong,Kharif,100,81.345,25.10541667
GURDASPUR,2005,Arhar (Tur),Kharif,100,55.97833333,24.12208333
GURDASPUR,2000,Maize,Kharif,13000,43.4175,25.2575
HOSHIARPUR,2003,Arhar (Tur),Kharif,100,63.92416667,25.03416667
NAWANSHAHR,2000,Linseed,Rabi,100,41.01583333,26.54375
MUKATSAR,2006,Guar seed,Whole year,2600,32.12666667,27.20625
ROPAR(RUPNAGAR),2007,Rapeseed &Mustard,Rabi,2000,74.92583333,21.78458333
MANSA,2003,Moong,Kharif,700,42.08166667,26.37916667
FIROZPUR,2012,Moong,Kharif,900,33.44083333,26.00541667
MOGA,2001,Wheat,Rabi,167000,35.83916667,26.82083333
SANGRUR,2002,Sugarcane,Whole year,4000,26.39916667,27.62625
LUDHIANA,2001,Barley,Rabi,2000,40.48583333,26.56375
LUDHIANA,2010,Peas & Beans (Pulses),Rabi,300,55.99666667,26.42875
ROPAR(RUPNAGAR),2006,Maize,Kharif,24000,74.93,22.07166667
BATHINDA,2006,Cotton(lint),Kharif,161000,32.12666667,27.20625
MOGA,2010,Rice,Kharif,172000,47.2375,26.66083333
MANSA,2003,Groundnut,Kharif,200,42.08166667,26.37916667
FARIDKOT,2001,Moong,Kharif,1200,32.3675,27.11625
HOSHIARPUR,2002,Moong,Kharif,100,42.815,26.33125
MOGA,2008,Gram,Rabi,100,65.0225,25.5625
MOGA,2003,Rapeseed &Mustard,Rabi,1000,41.63833333,26.22
NAWANSHAHR,2004,Sugarcane,Whole year,7000,45.565,26.64166667
HOSHIARPUR,2005,Rapeseed &Mustard,Rabi,3000,58.44416667,24.74875
ROPAR(RUPNAGAR),2003,Urad,Kharif,700,84.2275,21.50958333
ROPAR(RUPNAGAR),1999,Wheat,Rabi,87000,46.96833333,22.78166667
SANGRUR,1999,Rice,Kharif,360000,21.91083333,27.63708333
HOSHIARPUR,1998,Groundnut,Kharif,3000,30.60083333,25.81583333
SANGRUR,1999,Barley,Rabi,7000,21.91083333,27.63708333
FARIDKOT,2002,Groundnut,Kharif,200,22.02416667,27.93333333
BATHINDA,2004,Moong,Kharif,1200,27.58,27.69083333
BATHINDA,2002,Cotton(lint),Kharif,125000,18.275,28.13958333
SANGRUR,2008,Arhar (Tur),Kharif,800,64.98416667,25.48416667
MANSA,2007,Gram,Rabi,200,37.01083333,27.05791667
AMRITSAR,2009,Sesamum,Kharif,1600,36.28416667,26.58416667
HOSHIARPUR,2004,Sugarcane,Whole year,18000,50.45833333,25.90375
MUKATSAR,1999,Barley,Rabi,4000,16.4825,28.14166667
MANSA,2010,Rapeseed &Mustard,Rabi,2000,45.66666667,26.88875
HOSHIARPUR,2001,Wheat,Rabi,139000,52.39333333,25.55375
LUDHIANA,2004,Wheat,Rabi,258000,40.8975,26.84208333
GURDASPUR,2004,Masoor,Rabi,600,50.8525,25.30625
SANGRUR,2012,Guar seed,Whole year,100,36.13833333,25.83791667
GURDASPUR,2002,Gram,Rabi,400,42.1575,25.71625
MANSA,2007,Moong,Kharif,500,37.01083333,27.05791667
FARIDKOT,1999,Gram,Rabi,200,19.7675,27.97625
KAPURTHALA,2012,Sugarcane,Whole year,3000,39.58916667,25.7525
MUKATSAR,2004,Rapeseed &Mustard,Rabi,3000,27.58,27.69083333
MANSA,2012,Barley,Rabi,1000,33.7625,26.06375
HOSHIARPUR,1998,Sugarcane,Whole year,13000,30.60083333,25.81583333
BATHINDA,2000,Maize,Kharif,1000,20.26666667,27.59791667
AMRITSAR,2009,Urad,Kharif,200,36.28416667,26.58416667
BATHINDA,2004,Guar seed,Whole year,9600,27.58,27.69083333
FARIDKOT,2005,Rice,Kharif,86000,40.05083333,26.1
PATIALA,2003,Barley,Rabi,2000,59.54583333,25.72875
MUKATSAR,2006,Moong,Kharif,700,32.12666667,27.20625
KAPURTHALA,2000,Moong,Kharif,100,31.97916667,26.95833333
GURDASPUR,2010,Peas & Beans (Pulses),Rabi,200,79.73166667,24.80083333
JALANDHAR,1999,Rapeseed &Mustard,Rabi,2000,32.2,27.14458333
MANSA,2000,Gram,Rabi,700,20.04,27.54625
MANSA,1998,Sugarcane,Whole year,1000,37.6275,26.63166667
FATEHGARH SAHIB,2009,Maize,Kharif,1000,49.95833333,26.36416667
MOGA,1999,Wheat,Rabi,170000,22.84666667,27.70583333
NAWANSHAHR,2007,Maize,Kharif,17000,50.2,26.05
PATIALA,1999,Cotton(lint),Kharif,1000,27.9,27.38375
SANGRUR,2006,Moong,Kharif,2300,35.8025,26.84625
JALANDHAR,2004,Arhar (Tur),Kharif,1200,45.565,26.64166667
SANGRUR,1998,Bajra,Kharif,2000,38.12583333,26.315
ROPAR(RUPNAGAR),2000,Sugarcane,Whole year,10000,69.12916667,21.98083333
HOSHIARPUR,2009,Sugarcane,Whole year,1400,45.20583333,25.605
FATEHGARH SAHIB,2005,Arhar (Tur),Kharif,200,53.77583333,25.74166667
LUDHIANA,2003,Maize,Kharif,3000,49.05833333,25.96708333
BATHINDA,2002,Guar seed,Whole year,11100,18.275,28.13958333
AMRITSAR,2001,Cotton(lint),Kharif,2000,45.05583333,26.55125
LUDHIANA,2005,Rice,Kharif,250000,46.84,25.80916667
GURDASPUR,2009,Rapeseed &Mustard,Rabi,3000,43.18583333,25.03
GURDASPUR,1999,Wheat,Rabi,213000,30.54916667,25.92708333
FATEHGARH SAHIB,2006,Maize,Kharif,1000,51.31083333,26.45958333
GURDASPUR,1998,Sugarcane,Whole year,15000,24.57916667,25.52208333
ROPAR(RUPNAGAR),2002,Urad,Kharif,400,58.14833333,22.6375
BATHINDA,2005,Barley,Rabi,2000,34.2425,26.375
GURDASPUR,2010,Urad,Kharif,1800,79.73166667,24.80083333
FARIDKOT,2004,Arhar (Tur),Kharif,200,31.17583333,27.50583333
HOSHIARPUR,2000,Linseed,Rabi,100,45.085,25.79708333
